job_title,experience_level,employment_type,company_size,company_location,remote_ratio,salary_currency,years_experience,base_salary,bonus,stock_options,total_salary,salary_in_usd,currency,conversion_rate,adjusted_total_usd
Data Analyst,,,Medium,Remote,50,EUR,8,145671.1486009562,9427,23493,178591.1486009562,196450.26346105183,GBP,1.3,232168.49318124304
Software Engineer,Mid,Part-time,Small,Germany,0,EUR,6,68666.30466213606,3181,24894,96741.30466213606,106415.43512834968,INR,0.012,1160.8956559456326
ML Engineer,Mid,Contract,Large,USA,0,CAD,8,56381.23687227986,8034,24863,89278.23687227987,66958.6776542099,EUR,1.1,98206.06055950784
Research Scientist,Senior,Part-time,Medium,UK,100,GBP,4,102467.99400173548,4507,17359,124333.99400173548,161634.19220225612,EUR,1.1,136767.39340190904
ML Engineer,Mid,Part-time,Small,USA,100,EUR,11,70690.32582322446,168,14014,84872.32582322446,93359.55840554692,INR,0.012,1018.4679098786936
Data Analyst,,,Small,Remote,100,CAD,20,70278.87759208339,7125,13488,90891.8775920834,68168.90819406253,INR,0.012,1090.7025311050006
Software Engineer,Mid,Contract,Large,Canada,100,GBP,2,56740.555929433,8418,26185,91343.555929433,118746.6227082629,CAD,0.75,68507.66694707476
ML Engineer,Lead,Contract,Medium,USA,100,GBP,1,123152.27638508329,1352,6623,131127.27638508327,170465.45930060826,GBP,1.3,170465.45930060826
Data Analyst,Mid,Full-time,Small,Germany,0,INR,20,67067.95600859143,2830,24577,94474.95600859144,1133.6994721030972,INR,0.012,1133.6994721030972
DevOps Engineer,Junior,Intern,Small,UK,0,USD,17,43386.56916195815,6077,7475,56938.56916195815,56938.56916195815,EUR,1.1,62632.42607815397
ML Engineer,Lead,Full-time,Medium,Germany,0,USD,12,127913.07482446512,1940,29904,159757.07482446512,159757.07482446512,EUR,1.1,175732.78230691166
Data Analyst,Mid,,Large,USA,0,USD,6,53617.80821388309,5423,25229,84269.80821388308,84269.80821388308,INR,0.012,1011.237698566597
Software Engineer,Senior,Intern,Small,Germany,50,INR,4,86176.71980303612,8305,18115,112596.71980303612,1351.1606376364334,CAD,0.75,84447.53985227708
ML Engineer,Senior,Full-time,Small,Canada,50,EUR,3,87867.16376725538,6521,10358,104746.16376725538,115220.78014398093,CAD,0.75,78559.62282544153
Data Scientist,Junior,Part-time,Small,Germany,100,CAD,3,48565.249247284,8748,26661,83974.249247284,62980.686935463,INR,0.012,1007.690990967408
Data Analyst,Mid,Contract,Medium,Remote,0,CAD,2,70207.23957354882,3990,23554,97751.23957354882,73313.42968016161,USD,1.0,97751.23957354882
ML Engineer,Mid,Part-time,Large,India,50,EUR,11,75021.50821698035,106,23525,98652.50821698036,108517.7590386784,USD,1.0,98652.50821698036
Data Analyst,Lead,Intern,Large,USA,100,CAD,8,117289.1618224717,8999,16908,143196.1618224717,107397.12136685378,CAD,0.75,107397.12136685378
Data Analyst,Senior,Contract,Medium,Remote,0,USD,15,107444.78105854354,7786,7785,123015.78105854354,123015.78105854354,USD,1.0,123015.78105854354
Data Analyst,,,Medium,USA,100,INR,11,1149994.0645002,7140,17557,50733.50251661261,608.8020301993513,EUR,1.1,1292160.17095022
ML Engineer,Junior,Full-time,Small,Germany,50,USD,4,56579.50239012232,457,3994,61030.50239012232,610305.0239012232,CAD,0.75,45772.876792591735
DevOps Engineer,Senior,Contract,Medium,Germany,100,EUR,3,101944.5585829232,3492,14255,119691.5585829232,131660.7144412155,GBP,1.3,155599.02615780017
Data Scientist,Mid,Contract,Medium,Remote,0,USD,2,65829.67320197278,3502,7811,77142.67320197278,77142.67320197278,EUR,1.1,84856.94052217006
Data Analyst,Lead,Full-time,Medium,Germany,100,INR,2,123942.1842559772,8261,17034,149237.1842559772,1790.8462110717264,USD,1.0,149237.18425597722
Software Engineer,,,Medium,UK,0,INR,12,985709.1981430284,8347,26200,166969.31849207173,2003.6318219048608,USD,1.0,1020256.1981430284
ML Engineer,Junior,Contract,Large,Germany,0,USD,18,29952.933633482106,8767,24976,63695.933633482106,63695.933633482106,EUR,1.1,70065.52699683032
Data Analyst,Senior,Part-time,Large,USA,100,USD,10,88443.23561041191,7760,8918,105121.23561041192,105121.23561041192,CAD,0.75,78840.92670780893
Research Scientist,Lead,Full-time,Medium,UK,50,USD,17,124320.42662919272,781,16667,141768.42662919272,141768.42662919272,EUR,1.1,155945.269292112
DevOps Engineer,,,Small,Canada,50,CAD,2,136657.17104587718,1109,6771,144537.17104587718,108402.8782844079,GBP,1.3,187898.32235964035
DevOps Engineer,Lead,Contract,Medium,Canada,100,USD,6,136665.82201568785,4713,27466,168844.82201568785,168844.82201568785,CAD,0.75,126633.6165117659
Data Analyst,Junior,Contract,Small,India,0,GBP,13,46677.943793896375,5166,12711,64554.943793896375,83921.4269320653,INR,0.012,774.6593255267566
Data Scientist,Junior,Contract,Medium,UK,100,GBP,20,35190.10318660892,656,6063,41909.10318660892,54481.83414259159,USD,1.0,41909.10318660892
DevOps Engineer,Junior,,Large,Remote,100,EUR,8,31794.33431189124,8994,26483,67271.33431189123,73998.46774308036,USD,1.0,67271.33431189125
Data Analyst,Junior,Full-time,Medium,India,100,CAD,13,33395.89698367513,817,401,34613.89698367513,25960.422737756344,EUR,1.1,38075.28668204264
Software Engineer,Lead,Part-time,Medium,Canada,50,GBP,6,134354.85074038678,8706,24830,167890.85074038678,218258.10596250283,EUR,1.1,184679.93581442547
Software Engineer,Mid,Full-time,Large,India,100,GBP,7,55131.705656061255,5524,16595,77250.70565606125,100425.91735287964,INR,0.012,927.0084678727352
Data Scientist,Lead,Intern,Small,UK,100,INR,3,138819.16390386055,3049,11354,153222.16390386055,1838.665966846327,CAD,0.75,114916.6229278954
Software Engineer,Junior,Contract,Medium,India,0,USD,8,32329.582316789347,5360,5466,43155.58231678935,43155.58231678935,USD,1.0,43155.58231678935
Research Scientist,Lead,Intern,Small,Canada,50,USD,14,128785.80517219774,8422,6178,143385.80517219775,143385.80517219775,GBP,1.3,186401.5467238571
Research Scientist,,,Medium,Remote,50,USD,3,141249.26620529406,4425,17184,162858.26620529406,162858.26620529406,GBP,1.3,211715.74606688228
ML Engineer,Mid,Full-time,Large,Remote,100,GBP,14,58003.00834420299,6370,7636,72009.008344203,93611.71084746392,INR,0.012,864.108100130436
Data Scientist,Junior,Part-time,Large,USA,50,GBP,0,13106.818507429696,9695,1019,23820.818507429696,30967.064059658605,GBP,1.3,30967.064059658605
DevOps Engineer,,,Small,Canada,50,INR,17,2464272.995357571,8746,16244,57906.40707425136,694.8768848910163,GBP,1.3,3236041.8939648424
DevOps Engineer,Lead,,Medium,India,0,EUR,10,130254.62391325316,1776,15274,147304.62391325313,162035.08630457846,USD,1.0,147304.62391325316
Research Scientist,Mid,Contract,Medium,Canada,50,INR,20,68935.41161707473,1217,23842,93994.41161707471,1127.9329394048968,INR,0.012,1127.9329394048968
Data Analyst,Mid,Part-time,Small,UK,100,USD,16,60259.85389743848,7717,7144,75120.85389743847,75120.85389743847,INR,0.012,901.4502467692616
Data Scientist,,,Small,Germany,50,INR,4,128112.08326610124,1643,29843,159598.08326610125,1915.1769991932151,EUR,1.1,175557.89159271138
ML Engineer,Senior,Contract,Large,UK,100,USD,20,103009.51086013012,4273,29403,136685.51086013013,136685.51086013013,USD,1.0,136685.51086013013
Software Engineer,Lead,Part-time,Small,India,50,USD,4,119684.72041271647,6437,25674,151795.72041271647,151795.72041271647,GBP,1.3,197334.43653653143
Data Scientist,Lead,Intern,Small,Germany,50,INR,4,128112.08326610124,1643,29843,159598.08326610125,1915.1769991932151,EUR,1.1,175557.89159271138
ML Engineer,,,Medium,Canada,50,INR,4,66201.57928649354,3463,23206,92870.57928649354,1114.4469514379225,EUR,1.1,102157.6372151429
Software Engineer,Lead,,Medium,UK,100,GBP,3,121688.01903229144,7333,12117,141138.01903229143,183479.42474197887,EUR,1.1,155251.82093552058
ML Engineer,Junior,Intern,Medium,Remote,0,GBP,5,34450.12788222087,234,18582,53266.12788222087,69245.96624688714,INR,0.012,639.1935345866505
Data Scientist,Mid,Contract,Large,India,50,CAD,1,65977.68718786859,8199,25340,99516.6871878686,74637.51539090145,INR,0.012,1194.200246254423
ML Engineer,Senior,Intern,Large,UK,0,INR,9,80369.6729573,6543,17658,104570.6729573,1254.8480754876,GBP,1.3,135941.87484449
ML Engineer,,,Large,Canada,100,GBP,6,65594.47670554856,8292,17152,91038.47670554856,118350.01971721312,CAD,0.75,68278.85752916141
ML Engineer,,,Large,USA,100,USD,10,102230.46233143426,7622,16929,126781.46233143426,1267814.6233143427,EUR,1.1,139459.6085645777
ML Engineer,,,Small,USA,100,GBP,10,96028.84865289697,7214,5127,108369.84865289697,140880.80324876605,CAD,0.75,81277.38648967273
Research Scientist,Lead,,Large,USA,50,INR,17,132438.39142051263,7747,4431,144616.39142051263,1735.3966970461518,EUR,1.1,159078.03056256392
ML Engineer,Lead,Contract,Large,Remote,0,CAD,8,130666.94728126426,8086,10616,149368.94728126426,112026.7104609482,USD,1.0,149368.94728126426
Research Scientist,,,Medium,USA,50,GBP,20,22800.51360058531,5489,10491,38780.51360058531,50414.66768076091,GBP,1.3,50414.66768076091
DevOps Engineer,Junior,Part-time,Large,Germany,0,EUR,8,41657.43738781781,1111,16629,59397.43738781781,65337.18112659959,INR,0.012,712.7692486538137
ML Engineer,Junior,Intern,Large,USA,50,INR,6,30670.36709002028,4768,10408,45846.36709002028,550.1564050802433,USD,1.0,45846.367090020285
Research Scientist,Junior,Intern,Small,Germany,0,GBP,10,27131.36320549228,6265,26368,59764.36320549228,77693.67216713996,GBP,1.3,77693.67216713996
Research Scientist,Senior,Part-time,Small,UK,0,EUR,1,95393.96645786367,9063,15953,120409.96645786367,132450.96310365005,USD,1.0,120409.96645786367
Data Scientist,Lead,Full-time,Medium,Germany,0,CAD,17,138337.21681528632,6819,11432,156588.21681528632,117441.16261146474,GBP,1.3,203564.68185987225
Software Engineer,Lead,Contract,Small,Remote,50,CAD,17,138700.6243503712,5087,14312,158099.6243503712,118574.7182627784,EUR,1.1,173909.58678540832
Research Scientist,Junior,Full-time,Medium,UK,50,CAD,17,50113.03838503194,4203,24748,79064.03838503195,59298.02878877396,USD,1.0,79064.03838503195
Data Scientist,Lead,Contract,Large,Remote,50,EUR,15,125741.29895586736,2812,14436,142989.29895586736,157288.2288514541,USD,1.0,142989.29895586736
DevOps Engineer,Senior,Intern,Large,USA,100,USD,7,113594.16772563932,7258,1327,122179.16772563932,122179.16772563932,INR,0.012,1466.1500127076715
Data Analyst,Lead,Full-time,Large,Germany,50,CAD,20,124731.40301551728,1036,13914,139681.40301551728,104761.05226163796,INR,0.012,1676.1768361862073
Research Scientist,Senior,Full-time,Medium,India,0,GBP,0,98516.25813131712,4003,3817,106336.25813131712,1382371.3557071227,USD,1.0,106336.25813131712
DevOps Engineer,Senior,,Large,Remote,0,INR,17,97979.3066035446,2741,9304,110024.3066035446,1320.291679242535,CAD,0.75,82518.22995265844
ML Engineer,Mid,Contract,Large,India,100,USD,3,73957.55958379935,4137,27439,105533.55958379936,105533.55958379936,INR,0.012,1266.4027150055922
Data Scientist,Senior,Intern,Medium,India,50,EUR,7,90040.2383612609,9508,6656,106204.2383612609,116824.662197387,EUR,1.1,116824.662197387
ML Engineer,,,Small,UK,100,INR,16,109525.93854246654,8681,1899,120105.93854246654,1441.2712625095985,EUR,1.1,132116.5323967132
DevOps Engineer,Senior,Contract,Large,USA,50,GBP,6,103368.3054173714,4765,7079,115212.3054173714,149775.99704258284,CAD,0.75,86409.22906302856
Software Engineer,Mid,Contract,Medium,Remote,50,GBP,14,58367.92898736584,6974,11280,76621.92898736584,99608.5076835756,CAD,0.75,57466.44674052438
Research Scientist,Lead,Part-time,Large,Canada,50,INR,0,127218.19372551912,5574,16404,149196.19372551912,1790.3543247062294,CAD,0.75,111897.14529413934
Research Scientist,Lead,Full-time,Medium,India,0,USD,9,135332.87178848052,9140,13683,158155.87178848052,158155.87178848052,GBP,1.3,205602.63332502468
ML Engineer,Senior,Full-time,Medium,Remote,0,GBP,4,110559.60848049686,3398,26102,140059.60848049686,182077.49102464592,GBP,1.3,182077.49102464592
ML Engineer,Senior,Part-time,Large,UK,0,CAD,18,84900.9546392814,9023,29592,123515.9546392814,92636.96597946103,USD,1.0,123515.9546392814
Data Analyst,Senior,Contract,Small,UK,100,USD,13,106942.96187213052,3520,7506,117968.96187213052,117968.96187213052,GBP,1.3,153359.65043376968
Software Engineer,,,Medium,India,0,CAD,19,1807133.5299288856,1533,19255,56545.482334290806,42409.1117507181,EUR,1.1,2010713.6829217745
Data Analyst,Senior,Part-time,Large,USA,0,EUR,15,104121.63285417216,6071,8792,118984.63285417216,130883.09613958938,EUR,1.1,130883.09613958938
Data Analyst,Lead,Intern,Medium,UK,50,EUR,10,133807.21703002587,6854,975,141636.21703002587,155799.83873302847,INR,0.012,1699.6346043603105
DevOps Engineer,Mid,Part-time,Small,Canada,0,USD,3,90836.20580305289,3638,19893,114367.20580305289,114367.20580305289,USD,1.0,114367.20580305289
Data Scientist,,,Large,Germany,0,CAD,20,142546.5002288163,2081,2739,147366.5002288163,110524.87517161222,CAD,0.75,110524.87517161222
Research Scientist,Junior,Contract,Large,UK,0,USD,9,34187.50982061824,2356,3934,40477.50982061824,40477.50982061824,USD,1.0,40477.50982061824
Data Analyst,Lead,Intern,Small,USA,50,CAD,4,129924.03221707478,2097,22400,154421.03221707477,115815.77416280608,EUR,1.1,169863.13543878225
Research Scientist,Lead,Intern,Small,Canada,50,USD,14,128785.80517219774,8422,6178,143385.80517219775,143385.80517219775,USD,1.0,143385.80517219775
ML Engineer,Senior,Part-time,Large,UK,0,CAD,15,99693.58630731332,2683,26170,128546.58630731332,96409.939730485,INR,0.012,1542.55903568776
Data Scientist,Lead,Part-time,Large,Germany,100,EUR,9,129435.60150921116,3620,8021,141076.60150921118,155184.2616601323,USD,1.0,141076.60150921118
Data Scientist,Mid,Part-time,Large,USA,100,EUR,11,71512.13827072937,6832,12431,90775.13827072937,99852.65209780232,GBP,1.3,118007.67975194818
Research Scientist,Mid,Intern,Medium,USA,50,CAD,9,63421.789652934574,1796,15857,81074.78965293457,60806.09223970093,CAD,0.75,60806.09223970093
Software Engineer,Lead,Part-time,Large,Canada,50,INR,20,129571.10291272034,543,23031,153145.10291272035,1837.741234952644,USD,1.0,153145.10291272035
Data Scientist,,,Medium,USA,100,USD,1,96597.0639093113,7024,27326,130947.0639093113,130947.0639093113,GBP,1.3,170231.1830821047
ML Engineer,Senior,Intern,Large,Remote,100,GBP,8,115687.68029895412,4696,25198,145581.68029895413,189256.1843886404,GBP,1.3,189256.1843886404
DevOps Engineer,Lead,Intern,Small,Germany,100,INR,13,133312.68067591853,5804,1884,141000.68067591853,1692.0081681110223,CAD,0.75,105750.5105069389
ML Engineer,,,Small,India,50,INR,16,95464.60965462722,6615,21135,123214.60965462722,1478.5753158555267,GBP,1.3,160178.9925510154
Research Scientist,,,Small,India,0,USD,18,1149994.0645002,7475,18430,76704.33484363518,76704.33484363518,CAD,0.75,881924.29837515
ML Engineer,Senior,Contract,Small,Germany,0,INR,15,105677.39828906486,6951,4471,117099.39828906486,1405.1927794687783,USD,1.0,117099.39828906486
Software Engineer,Senior,Full-time,Small,Germany,100,GBP,0,102921.86476286464,9819,16001,128741.86476286464,167364.42419172404,CAD,0.75,96556.39857214848
Data Scientist,Junior,Full-time,Medium,Remote,0,EUR,9,32233.926264877133,3551,23776,59560.92626487713,65517.01889136485,INR,0.012,714.7311151785256
ML Engineer,Junior,Part-time,Medium,UK,0,EUR,6,45866.61652573569,5181,17646,68693.61652573569,75562.97817830926,EUR,1.1,75562.97817830926
Software Engineer,Junior,Contract,Small,Germany,0,INR,2,54881.08640710087,7528,28024,90433.08640710088,1085.1970368852103,EUR,1.1,99476.39504781096
Data Analyst,Senior,Intern,Small,UK,0,EUR,11,109500.3077573533,9413,20913,139826.3077573533,153808.93853308863,EUR,1.1,153808.93853308863
DevOps Engineer,Lead,Contract,Small,Remote,100,INR,9,130638.39636456668,3036,4357,138031.3963645667,1656.3767563748004,INR,0.012,1656.3767563748004
Data Scientist,Senior,Part-time,Large,India,50,GBP,0,96081.71789744588,9350,21200,126631.71789744588,164621.23326667963,INR,0.012,1519.5806147693506
Software Engineer,Lead,Full-time,Large,Remote,0,USD,16,132735.30088356577,591,25637,158963.30088356577,158963.30088356577,INR,0.012,1907.5596106027888
ML Engineer,Junior,Contract,Medium,India,50,EUR,19,51730.56306808312,3075,13589,68394.56306808311,75234.01937489143,CAD,0.75,51295.92230106233
Data Analyst,Mid,Intern,Large,USA,100,GBP,7,67707.26740068327,6798,9989,84494.26740068327,109842.54762088825,INR,0.012,1013.9312088081992
DevOps Engineer,Lead,Contract,Medium,Germany,50,USD,17,140794.64439610534,2566,27755,171115.64439610534,171115.64439610534,EUR,1.1,188227.2088357159
Data Scientist,,,Medium,USA,0,USD,4,51772.41343223633,1711,29657,83140.41343223632,83140.41343223632,INR,0.012,997.684961186836
ML Engineer,,,Small,USA,0,INR,3,99077.41886616524,1811,18217,119105.41886616524,1429.265026393983,GBP,1.3,154837.04452601483
Research Scientist,Junior,Contract,Small,Canada,50,CAD,0,42216.591265693976,6182,3055,51453.591265693976,38590.19344927048,INR,0.012,617.4430951883277
Software Engineer,Senior,Intern,Medium,USA,0,INR,8,102330.2578541673,2332,16127,120789.2578541673,1449.4710942500076,EUR,1.1,132868.18363958405
Data Scientist,Junior,Intern,Medium,India,100,USD,2,34796.2414615324,1241,9844,45881.2414615324,45881.2414615324,INR,0.012,550.5748975383889
ML Engineer,,,Small,Germany,50,INR,13,1149994.0645002,8939,4832,141501.9424830949,1698.0233097971388,INR,0.012,13965.180774002398
Data Scientist,Lead,Full-time,Small,Canada,50,EUR,8,136251.3299285831,3736,25773,165760.3299285831,182336.3629214414,USD,1.0,165760.3299285831
Data Analyst,Junior,Part-time,Small,India,100,INR,15,48582.97006869395,5261,5436,59279.97006869395,711.3596408243274,CAD,0.75,44459.97755152046
Data Scientist,,,Large,UK,100,INR,20,127545.3176985201,7345,13974,148864.31769852008,1786.3718123822412,GBP,1.3,193523.6130080761
Research Scientist,Mid,Contract,Medium,Remote,100,CAD,17,67249.85635749676,5230,18885,91364.85635749676,68523.64226812257,EUR,1.1,100501.34199324645
Data Analyst,Mid,Part-time,Medium,Canada,100,INR,4,77435.34684621435,9064,6461,92960.34684621436,1115.5241621545722,INR,0.012,1115.5241621545722
ML Engineer,,,Medium,Remote,50,USD,13,80539.51183316097,7922,9412,97873.51183316096,97873.51183316096,EUR,1.1,107660.86301647707
Data Analyst,Lead,Contract,Small,Canada,0,EUR,14,126131.27313100555,8896,20871,155898.27313100558,171488.10044410615,USD,1.0,155898.27313100555
Data Analyst,Senior,Intern,Large,USA,0,CAD,20,91697.47960406337,1600,5677,98974.47960406337,74230.85970304752,USD,1.0,98974.47960406337
DevOps Engineer,Junior,Intern,Small,Remote,0,EUR,11,52185.80234379822,99,24334,76618.80234379822,84280.68257817805,EUR,1.1,84280.68257817805
DevOps Engineer,Senior,Intern,Medium,Remote,100,GBP,9,101129.49987555268,691,13645,115465.49987555268,150105.1498382185,CAD,0.75,86599.12490666451
DevOps Engineer,Mid,Part-time,Small,Canada,50,CAD,7,83721.23805027458,1577,29711,115009.23805027458,86256.92853770594,USD,1.0,115009.23805027458
Research Scientist,Mid,Intern,Small,USA,0,CAD,4,82481.77583368223,2327,4290,89098.77583368223,66824.08187526168,USD,1.0,89098.77583368223
Software Engineer,,,Small,Remote,50,EUR,0,1642848.6635717142,5941,2480,96196.32309748096,105815.95540722908,INR,0.012,19815.23596286057
Data Scientist,Lead,Contract,Large,USA,50,EUR,19,138343.70087950974,4152,21869,164364.70087950974,180801.1709674608,INR,0.012,1972.3764105541168
Software Engineer,Junior,Part-time,Medium,Canada,100,EUR,14,24255.30401504568,6101,15725,46081.30401504568,50689.434416550255,CAD,0.75,34560.978011284256
Data Analyst,,,Small,India,100,GBP,5,1149994.0645002,6475,15386,55612.737667519854,72296.55896777581,CAD,0.75,878891.29837515
Data Analyst,Mid,Full-time,Medium,Canada,50,EUR,14,67631.02407512632,6931,17548,92110.02407512632,101321.02648263896,INR,0.012,1105.3202889015158
DevOps Engineer,Senior,Contract,Medium,Canada,0,GBP,9,104329.5202655322,5654,2353,112336.5202655322,146037.47634519188,EUR,1.1,123570.17229208544
Data Scientist,,,Medium,USA,0,GBP,14,48737.40432151325,4815,19274,72826.40432151326,94674.32561796725,USD,1.0,72826.40432151326
Data Analyst,Lead,Full-time,Large,India,100,EUR,15,126472.32713859876,5899,27424,159795.32713859875,175774.85985245864,EUR,1.1,175774.85985245867
Data Analyst,,,Large,Canada,50,USD,0,66057.26801635606,4100,23685,93842.26801635606,93842.26801635606,EUR,1.1,103226.49481799168
Data Scientist,Mid,Contract,Small,Canada,0,INR,13,69474.65019893566,8663,25984,104121.65019893566,1249.459802387228,USD,1.0,104121.65019893566
ML Engineer,Junior,Intern,Large,Germany,0,INR,0,49598.57296189416,161,5158,54917.57296189416,659.0108755427299,CAD,0.75,41188.17972142062
ML Engineer,Junior,Contract,Large,UK,0,USD,3,21944.79345208884,8639,25469,56052.79345208884,56052.79345208884,GBP,1.3,72868.6314877155
Data Analyst,,,Medium,India,100,USD,20,2299988.1290004,9483,21907,107714.11371800528,107714.11371800528,USD,1.0,2331378.1290004
Software Engineer,Junior,Intern,Small,Canada,100,INR,0,47459.62736289185,8403,28420,84282.62736289186,1011.3915283547024,GBP,1.3,109567.4155717594
Data Scientist,Lead,Contract,Medium,USA,50,EUR,9,135680.52817707387,5780,8452,149912.52817707387,164903.78099478126,GBP,1.3,194886.28663019603
Data Analyst,Senior,Intern,Medium,Remote,50,USD,0,79809.70942576081,6995,18735,105539.7094257608,105539.7094257608,INR,0.012,1266.4765131091297
ML Engineer,Senior,,Medium,India,50,CAD,9,101943.27218575896,6676,9409,118028.27218575896,88521.20413931922,CAD,0.75,88521.20413931922
Software Engineer,Lead,Contract,Small,Germany,50,CAD,13,128699.72427091698,7243,4588,140530.72427091698,105398.04320318771,EUR,1.1,154583.7966980087
ML Engineer,Mid,,Small,USA,0,CAD,5,67532.99710176825,1542,15288,84362.99710176825,63272.24782632619,INR,0.012,1012.3559652212192
Research Scientist,,,Large,Canada,50,CAD,12,42679.29229856826,2533,16566,61778.29229856826,46333.71922392619,EUR,1.1,67956.1215284251
Data Scientist,,,Large,Remote,100,EUR,8,1807133.5299288856,4503,8839,152286.42809584804,167515.07090543286,INR,0.012,21845.70635914663
Software Engineer,Junior,Full-time,Large,Canada,50,USD,3,40488.76015758929,284,1050,41822.76015758929,41822.76015758929,CAD,0.75,31367.07011819197
DevOps Engineer,,,Medium,UK,100,EUR,1,2792842.728071914,2562,16235,118647.4381635856,130512.18197994416,GBP,1.3,3655131.646493489
Research Scientist,Lead,Contract,Small,Remote,0,CAD,18,128706.97518583892,3389,27806,159901.97518583894,119926.4813893792,INR,0.012,1918.8237022300675
Data Analyst,,,Medium,Germany,50,USD,8,89511.3471521586,2970,2450,94931.3471521586,94931.3471521586,GBP,1.3,123410.7512978062
Software Engineer,Senior,Full-time,Large,Remote,100,GBP,6,100428.7028702208,334,4214,104976.7028702208,136469.71373128702,GBP,1.3,136469.71373128705
ML Engineer,Junior,Intern,Small,Canada,100,USD,0,20723.313436123484,1838,9767,32328.313436123484,32328.313436123484,GBP,1.3,42026.80746696053
Research Scientist,Mid,Intern,Large,UK,0,EUR,1,54095.96503122781,6427,3590,64112.96503122781,70524.26153435059,USD,1.0,64112.96503122781
DevOps Engineer,Mid,Full-time,Medium,Remote,50,GBP,5,76287.46013581887,4878,2116,83281.46013581887,108265.89817656451,USD,1.0,83281.46013581887
Research Scientist,Junior,Full-time,Large,USA,0,CAD,18,28371.577984914675,6019,6343,40733.57798491468,30550.18348868601,USD,1.0,40733.57798491468
Research Scientist,,,Large,Germany,50,EUR,13,1149994.0645002,4259,10366,130949.13600897929,144044.04960987723,GBP,1.3,1514004.7838502598
DevOps Engineer,Lead,Part-time,Medium,USA,50,INR,13,136430.74881419036,1945,14087,152462.74881419036,1829.5529857702843,USD,1.0,152462.74881419036
Data Scientist,Junior,Full-time,Large,UK,0,GBP,2,48530.3015742612,123,3784,52437.3015742612,68168.49204653957,EUR,1.1,57681.03173168732
Data Analyst,,,Small,Remote,50,INR,19,32613.47119039824,4797,13275,50685.47119039824,608.2256542847789,USD,1.0,50685.47119039824
ML Engineer,Mid,Part-time,Small,UK,0,CAD,0,90118.88471679506,6081,29234,125433.88471679506,94075.4135375963,CAD,0.75,94075.4135375963
Data Analyst,Lead,Full-time,Medium,India,50,USD,10,102340.52878891336,3821,19016,125177.52878891336,125177.52878891336,EUR,1.1,137695.2816678047
DevOps Engineer,Senior,Part-time,Medium,USA,50,USD,6,120209.84739120188,5572,8116,133897.84739120188,133897.84739120188,CAD,0.75,100423.3855434014
Data Analyst,,,Medium,India,0,INR,11,3121412.460786257,5934,11086,102675.83891093273,1232.1100669311927,GBP,1.3,4079962.1990221343
Software Engineer,Mid,Part-time,Small,Canada,100,INR,18,56576.37388499152,2787,12829,72192.37388499152,866.3084866198983,INR,0.012,866.3084866198982
Data Analyst,Lead,Contract,Medium,Remote,50,USD,4,144513.1051334706,7889,19827,172229.1051334706,172229.1051334706,INR,0.012,2066.7492616016475
Data Scientist,,,Medium,India,50,INR,11,1807133.5299288856,2657,13593,160135.54715574798,1921.626565868976,CAD,0.75,1367537.6474466645
Research Scientist,Lead,Contract,Medium,UK,100,EUR,2,124617.6080101004,5430,4728,134775.60801010038,148253.16881111043,CAD,0.75,101081.7060075753
Data Scientist,Junior,Contract,Small,Germany,100,EUR,13,61012.14387467825,6230,139,67381.14387467825,74119.25826214609,USD,1.0,67381.14387467825
Data Scientist,Senior,Full-time,Large,UK,0,EUR,6,94784.790203405,728,9622,105134.790203405,115648.2692237455,INR,0.012,1261.6174824408602
Research Scientist,Mid,Intern,Small,Germany,100,USD,10,63321.38933155557,5684,19429,88434.38933155558,88434.38933155558,CAD,0.75,66325.79199866668
Data Analyst,,,Small,Remote,0,GBP,13,77734.52170136508,2745,24631,105110.52170136508,136643.67821177462,INR,0.012,1261.326260416381
Data Scientist,Mid,Full-time,Medium,Germany,50,CAD,14,61861.98566824473,4645,28876,95382.98566824471,71537.23925118355,USD,1.0,95382.98566824471
Data Scientist,Lead,Intern,Medium,Remote,50,USD,10,121945.30242476526,7679,10000,139624.30242476525,139624.30242476525,CAD,0.75,104718.22681857394
Research Scientist,,,Small,Germany,100,USD,0,1478563.7972145427,1387,28233,94915.61471397086,94915.61471397086,USD,1.0,1508183.7972145427
Data Analyst,Lead,Part-time,Small,Remote,0,CAD,15,134918.63595986937,1392,8340,144650.63595986937,108487.97696990204,INR,0.012,1735.8076315184323
Research Scientist,,,Large,Remote,50,INR,3,132682.44983488324,4952,27759,165393.44983488324,1984.7213980185988,EUR,1.1,181932.7948183716
Software Engineer,,,Large,Canada,0,CAD,15,1642848.6635717142,6497,23421,154922.00399012794,116191.50299259595,EUR,1.1,1840043.3299288857
DevOps Engineer,Mid,Full-time,Medium,India,100,EUR,17,66138.68656187895,8789,23809,98736.68656187896,108610.35521806683,INR,0.012,1184.8402387425474
DevOps Engineer,Senior,Contract,Medium,Canada,50,EUR,11,110635.3125899756,8317,14444,133396.3125899756,146735.94384897317,GBP,1.3,173415.20636696828
Software Engineer,Lead,Contract,Large,India,0,USD,1,114889.74608565662,3873,19756,138518.74608565663,138518.74608565663,EUR,1.1,152370.6206942223
ML Engineer,Junior,Part-time,Medium,India,50,USD,16,40031.18567384039,5410,15060,60501.18567384039,60501.18567384039,EUR,1.1,66551.30424122442
